city,lat,lng,country,admin_name,population,greenSpaceArea_m2,greenSpaceArea_km2
Lebanon,40.0324,-86.4551,United States,Indiana,17277.0,85412906.55480789,85.41
Hernando,34.85,-89.9921,United States,Mississippi,17262.0,174291361.04783973,174.29
Laurel,31.6956,-89.1449,United States,Mississippi,17241.0,200538964.65000352,200.54
Shelbyville,38.2067,-85.2292,United States,Kentucky,17239.0,278687059.6137598,278.69
Aurora,41.3118,-81.345,United States,Ohio,17227.0,6201856.070350529,6.2
Clayton,38.6444,-90.3303,United States,Missouri,17212.0,270418516.7569781,270.42
Danville,37.6418,-84.7777,United States,Kentucky,17191.0,101509098.3235138,101.51
Calhoun,34.491,-84.9386,United States,Georgia,17184.0,313320200.73610485,313.32
Bedford,41.225,-73.6673,United States,New York,17179.0,66901999.10954224,66.9
Bellaire,29.704,-95.4621,United States,Texas,17163.0,64509153.793121316,64.51
Graham,36.0589,-79.3894,United States,North Carolina,17136.0,13955145.966715476,13.96
Beckley,37.7877,-81.1841,United States,West Virginia,17132.0,46834320.63506596,46.83
Barrington,41.7443,-71.3145,United States,Rhode Island,17121.0,102554782.91898853,102.55
Easton,38.776,-76.0701,United States,Maryland,17118.0,47637047.85040855,47.64
Oswego,43.4516,-76.5005,United States,New York,17092.0,13357184.773141392,13.36
Upper Grand Lagoon,30.169,-85.7407,United States,Florida,17062.0,37137376.13518511,37.14
Cañon City,38.443,-105.2203,United States,Colorado,17059.0,3717502.460149668,3.72
Tifton,31.4624,-83.5203,United States,Georgia,17059.0,180222663.4318513,180.22
Norwalk,41.2443,-82.6088,United States,Ohio,17041.0,19526740.872456502,19.53
Bristol,36.6181,-82.1604,United States,Virginia,17036.0,201315807.22595116,201.32
Bellingham,42.0777,-71.4741,United States,Massachusetts,17025.0,7140643.910742755,7.14
Milledgeville,33.0874,-83.2414,United States,Georgia,17021.0,205201377.84317303,205.2
Huntington,40.881,-85.5063,United States,Indiana,17017.0,68749568.13978028,68.75
Springfield,40.6994,-74.3254,United States,New Jersey,17011.0,85698986.7704538,85.7
Middletown,41.5175,-71.2769,United States,Rhode Island,17009.0,157889490.50140923,157.89
Pendleton,45.6757,-118.8201,United States,Oregon,17005.0,1869199.383012181,1.87
Hannibal,39.7098,-91.3939,United States,Missouri,17003.0,154047419.30914435,154.05
Gainesville,38.7931,-77.6347,United States,Virginia,16972.0,259712068.69595063,259.71
Aberdeen,46.9757,-123.8094,United States,Washington,16969.0,270354.39726257324,0.27
Dallas,44.9221,-123.313,United States,Oregon,16945.0,79909374.22948737,79.91
Myrtle Grove,30.4158,-87.3027,United States,Florida,16945.0,142080273.456154,142.08
Heber,40.507,-111.3986,United States,Utah,16943.0,16545575.644569395,16.55
Laconia,43.5725,-71.4775,United States,New Hampshire,16898.0,10828721.341953494,10.83
Belle Glade,26.6916,-80.6656,United States,Florida,16896.0,279971004.3775227,279.97
Marion,37.7345,-88.942,United States,Illinois,16867.0,27530837.811820235,27.53
Pampa,35.5479,-100.9651,United States,Texas,16861.0,1206865.2779312134,1.21
Mount Vernon,40.3854,-82.4737,United States,Ohio,16861.0,70017079.63008758,70.02
Defiance,41.2813,-84.3657,United States,Ohio,16852.0,1101452.6736662025,1.1
Auburn,42.1972,-71.8453,United States,Massachusetts,16849.0,274094392.648254,274.09
Hot Springs Village,34.6566,-92.9643,United States,Arkansas,16843.0,332354242.8537587,332.35
Mattoon,39.4774,-88.3623,United States,Illinois,16830.0,81651635.12320879,81.65
Long Beach,30.3608,-89.1651,United States,Mississippi,16809.0,12380979.56481269,12.38
Truckee,39.3455,-120.1848,United States,California,16784.0,6565552.779955218,6.57
Sunland Park,31.8201,-106.5958,United States,New Mexico,16773.0,2458649.7836844954,2.46
Havelock,34.9078,-76.8987,United States,North Carolina,16759.0,260716083.31388348,260.72
Chestnuthill,40.9568,-75.4183,United States,Pennsylvania,16748.0,75048464.78920211,75.05
Vincennes,38.6759,-87.5102,United States,Indiana,16715.0,86096411.22073966,86.1
Richmond Hill,31.9012,-81.3125,United States,Georgia,16703.0,234641601.16646856,234.64
Ferndale,39.1869,-76.6331,United States,Maryland,16669.0,767823.8875219915,0.77
Beaver Dam,43.4688,-88.8309,United States,Wisconsin,16652.0,20499367.40319316,20.5
Calera,33.1254,-86.7449,United States,Alabama,16644.0,298297830.136008,298.3
Red Wing,44.5817,-92.6036,United States,Minnesota,16627.0,232746.96393585205,0.23
Clearlake,38.9589,-122.633,United States,California,16612.0,49042168.48617937,49.04
Menomonie,44.8893,-91.9084,United States,Wisconsin,16563.0,305911.5036468506,0.31
Ada,34.7662,-96.6681,United States,Oklahoma,16537.0,224280038.0653105,224.28
Madison,40.7586,-74.4169,United States,New Jersey,16521.0,60773114.540871665,60.77
Thompson,41.6474,-74.6745,United States,New York,16507.0,2759954.382333105,2.76
Ukiah,39.1464,-123.2105,United States,California,16496.0,203130129.01406145,203.13
Jasper,38.3933,-86.9402,United States,Indiana,16488.0,157837705.06494513,157.84
Warsaw,41.2448,-85.8465,United States,Indiana,16473.0,174473.2661702773,0.17
Lake Wales,27.9195,-81.5961,United States,Florida,16455.0,139543441.60765517,139.54
Fillmore,34.3989,-118.9174,United States,California,16455.0,100714137.67304157,100.71
Taylor,30.5729,-97.4268,United States,Texas,16449.0,4098478.069711992,4.1
Albemarle,35.3594,-80.1915,United States,North Carolina,16444.0,289476632.63776225,289.48
Auburndale,28.0963,-81.8012,United States,Florida,16432.0,188345791.9954787,188.35
Aberdeen,39.5151,-76.1733,United States,Maryland,16422.0,270354.39726257324,0.27
Spanish Springs,39.6568,-119.6694,United States,Nevada,16418.0,1277476.4781557869,1.28
Hanover,39.8118,-76.9836,United States,Pennsylvania,16411.0,106070275.21892764,106.07
Tahlequah,35.9112,-94.977,United States,Oklahoma,16389.0,273669810.1655803,273.67
Radford,37.1229,-80.5587,United States,Virginia,16379.0,244033543.92210275,244.03
Payson,34.2433,-111.3195,United States,Arizona,16363.0,54086366.18696028,54.09
Mercedes,26.1533,-97.9128,United States,Texas,16361.0,22621506.914457448,22.62
Crawfordsville,40.0428,-86.8976,United States,Indiana,16335.0,92426836.2222096,92.43
Sunnyside,46.3157,-120.0058,United States,Washington,16329.0,110710374.25579238,110.71
Poplar Bluff,36.7632,-90.4135,United States,Missouri,16313.0,220366891.12723243,220.37
Douglas,31.3602,-109.5394,United States,Arizona,16301.0,1058932.382629245,1.06
Hampton,42.9391,-70.837,United States,New Hampshire,16294.0,85971153.04479115,85.97
Buffalo,45.1794,-93.8644,United States,Minnesota,16288.0,146.31057739257812,0.0
Artesia,33.8676,-118.0805,United States,California,16237.0,19417177.821466744,19.42
Chickasha,35.0409,-97.9474,United States,Oklahoma,16231.0,76574931.20961303,76.57
Berea,34.8802,-82.465,United States,South Carolina,16184.0,13113470.240580782,13.11
Dyersburg,36.0465,-89.3777,United States,Tennessee,16170.0,155849356.23759133,155.85
Hibbing,47.398,-92.9486,United States,Minnesota,16167.0,0.0,0.0
River Falls,44.8609,-92.6247,United States,Wisconsin,16165.0,166234.22958499682,0.17
Milford,42.8178,-71.6736,United States,New Hampshire,16151.0,85131815.65437037,85.13
Sikeston,36.8854,-89.5877,United States,Missouri,16146.0,28665331.374050368,28.67
La Grange,41.6787,-73.8029,United States,New York,16135.0,64553454.597702704,64.55
La Grange,41.8072,-87.8741,United States,Illinois,16128.0,64553454.597702704,64.55
Bellevue,44.4592,-87.955,United States,Wisconsin,16086.0,3301307.7825223133,3.3
Seymour,35.8783,-83.7669,United States,Tennessee,16081.0,55110311.54675897,55.11
Middle Smithfield,41.0918,-75.1031,United States,Pennsylvania,16073.0,75235912.52083233,75.24
Mount Pleasant,33.1586,-94.9727,United States,Texas,16065.0,96375135.54408294,96.38
Dickson,36.0637,-87.3665,United States,Tennessee,16051.0,251735587.70047373,251.74
Grovetown,33.4503,-82.2073,United States,Georgia,16049.0,43951044.45242367,43.95
Fort Mohave,35.0004,-114.5748,United States,Arizona,16038.0,24750169.216837294,24.75
Sulphur Springs,33.1421,-95.6122,United States,Texas,16033.0,200662737.70430735,200.66
Mountain Home,43.1324,-115.697,United States,Idaho,16026.0,13984405.432640797,13.98
Americus,32.0736,-84.2248,United States,Georgia,16020.0,232120752.8067544,232.12
The Dalles,45.6053,-121.1818,United States,Oregon,15988.0,37801787.31788022,37.8
Washington,40.705,-89.434,United States,Illinois,15988.0,73151161.01818375,73.15
Dublin,32.536,-82.928,United States,Georgia,15985.0,68588844.72837582,68.59
Kerman,36.7248,-120.0625,United States,California,15980.0,123699635.37122406,123.7
Frankfort,40.281,-86.5212,United States,Indiana,15976.0,323964874.9950952,323.96
Marco Island,25.933,-81.6993,United States,Florida,15942.0,93347982.27666102,93.35
Summerfield,38.9042,-76.8678,United States,Maryland,15940.0,124767248.9578474,124.77
Alpine,32.8439,-116.7585,United States,California,15911.0,16970358.12009078,16.97
Lewiston,43.1793,-78.971,United States,New York,15905.0,342158.70665734983,0.34
Fremont,41.3535,-83.1147,United States,Ohio,15900.0,30433574.69115012,30.43
Warren,40.6323,-74.5146,United States,New Jersey,15874.0,1133934.611328125,1.13
Jamestown,46.9063,-98.6937,United States,North Dakota,15850.0,0.0,0.0
Gatesville,31.4445,-97.7317,United States,Texas,15848.0,3290060.028353553,3.29
Indianola,41.3629,-93.5652,United States,Iowa,15845.0,86906781.70990226,86.91
Rutland,43.6092,-72.9783,United States,Vermont,15819.0,941.617935180664,0.0
Opelousas,30.5252,-92.0816,United States,Louisiana,15810.0,162583644.44319993,162.58
Niceville,30.529,-86.4748,United States,Florida,15804.0,186899049.66660804,186.9
Antrim,39.7862,-77.7221,United States,Pennsylvania,15790.0,41999697.07310964,42.0
Waterville,44.5441,-69.6624,United States,Maine,15785.0,4554.6937255859375,0.0
Thibodaux,29.7949,-90.8146,United States,Louisiana,15738.0,155189192.8237975,155.19
Susanville,40.4206,-120.6132,United States,California,15737.0,14410898.796705568,14.41
Lynden,48.9502,-122.4545,United States,Washington,15723.0,29415481.6217932,29.42
Newberry,40.1286,-76.7919,United States,Pennsylvania,15716.0,30191602.49275509,30.19
Newton,41.6963,-93.0403,United States,Iowa,15692.0,43237431.284004435,43.24
Hartford,43.3223,-88.3784,United States,Wisconsin,15667.0,13994281.418767145,13.99
Mitchell,43.7294,-98.0337,United States,South Dakota,15656.0,293471.7428076052,0.29
Fort Leonard Wood,37.7562,-92.1274,United States,Missouri,15615.0,302386114.6417724,302.39
Shively,38.197,-85.8136,United States,Kentucky,15595.0,184538182.85068733,184.54
Dixon,41.8439,-89.4794,United States,Illinois,15573.0,137404833.7068482,137.4
New Haven,41.0676,-85.0174,United States,Indiana,15552.0,121825884.83926108,121.83
Scottsboro,34.6438,-86.0491,United States,Alabama,15543.0,263942312.84030145,263.94
Aldine,29.9123,-95.3784,United States,Texas,15511.0,81935138.22257102,81.94
Batavia,42.9987,-78.1802,United States,New York,15510.0,13219816.586598065,13.22
Carthage,37.1503,-94.3225,United States,Missouri,15491.0,284514168.5575558,284.51
Traverse City,44.7546,-85.6038,United States,Michigan,15468.0,0.0,0.0
Andover,37.6873,-97.1352,United States,Kansas,15460.0,2823699.8816574686,2.82
Greeneville,36.168,-82.8197,United States,Tennessee,15458.0,227527073.52693337,227.53
Bemidji,47.4828,-94.8797,United States,Minnesota,15441.0,0.0,0.0
Dayton,39.2592,-119.5653,United States,Nevada,15415.0,112314015.55435853,112.31
Hartselle,34.4391,-86.9396,United States,Alabama,15414.0,289600973.14048105,289.6
Glasgow,39.6015,-75.7473,United States,Delaware,15405.0,222653046.11067903,222.65
Berea,37.5904,-84.2898,United States,Kentucky,15404.0,13113470.240580782,13.11
Jackson,37.3792,-89.6522,United States,Missouri,15394.0,189221448.9944175,189.22
Discovery Bay,37.9063,-121.599,United States,California,15362.0,69440954.80830061,69.44
Eden,36.5027,-79.7412,United States,North Carolina,15349.0,321463461.03972447,321.46
Clinton,42.4119,-71.6888,United States,Massachusetts,15347.0,205216861.30016536,205.22
Uvalde,29.2152,-99.7782,United States,Texas,15342.0,11662045.56019712,11.66
Manor,30.3562,-97.5227,United States,Texas,15341.0,162549571.83842242,162.55
Bennington,42.8854,-73.2133,United States,Vermont,15338.0,30706.097706244975,0.03
Evans,42.6528,-79.0063,United States,New York,15333.0,7175437.568482164,7.18
Chaparral,32.0442,-106.406,United States,New Mexico,15290.0,683647.4670064589,0.68
Rio Grande City,26.3808,-98.8215,United States,Texas,15256.0,6821973.929538532,6.82
Vail,32.0217,-110.6937,United States,Arizona,15248.0,1114304.7914881986,1.11
Johnson City,42.123,-75.9624,United States,New York,15229.0,210693033.27379185,210.69
Macomb,40.4709,-90.6807,United States,Illinois,15207.0,93876387.52799524,93.88
Monroe,39.4461,-84.3667,United States,Ohio,15202.0,225500619.6945381,225.5
Chelsea,33.3262,-86.63,United States,Alabama,15201.0,7135825.125129549,7.14
Gulf Shores,30.2764,-87.7017,United States,Alabama,15178.0,116881122.16800916,116.88
Roanoke Rapids,36.4452,-77.649,United States,North Carolina,15143.0,240434590.35460111,240.43
Ferndale,48.8526,-122.5894,United States,Washington,15130.0,767823.8875219915,0.77
Gloversville,43.0491,-74.3465,United States,New York,15113.0,2205137.9919236717,2.21
Hendersonville,35.3247,-82.4575,United States,North Carolina,15102.0,213446671.2558338,213.45
Canyon,34.9911,-101.919,United States,Texas,15089.0,1844952.843279673,1.84
Durham,43.1174,-70.9194,United States,New Hampshire,15073.0,237687915.3632868,237.69
Talladega,33.4333,-86.0986,United States,Alabama,15071.0,334097887.36180294,334.1
Front Royal,38.926,-78.1838,United States,Virginia,15064.0,145235559.2495795,145.24
Spring Creek,40.745,-115.5983,United States,Nevada,15062.0,200086.1951751709,0.2
Mineral Wells,32.8169,-98.0776,United States,Texas,15049.0,47776435.32520352,47.78
Glasgow,37.0048,-85.9263,United States,Kentucky,15043.0,222653046.11067903,222.65
Monroe,33.799,-83.7161,United States,Georgia,15036.0,225500619.6945381,225.5
Lebanon,37.6717,-92.6603,United States,Missouri,15023.0,85412906.55480789,85.41
Lockhart,28.627,-81.4354,United States,Florida,15017.0,131542068.3359855,131.54
Potsdam,44.6774,-75.0396,United States,New York,15015.0,0.0,0.0
California City,35.1578,-117.8721,United States,California,15002.0,176748.93019866943,0.18
Henderson,36.3256,-78.4151,United States,North Carolina,14997.0,6077743.865441918,6.08
Laurinburg,34.7602,-79.4773,United States,North Carolina,14971.0,242581344.7492707,242.58
Great Falls,39.011,-77.3013,United States,Virginia,14968.0,2595228.422973633,2.6
Hereford,34.8225,-102.4001,United States,Texas,14943.0,12416604.364214316,12.42
Fairview,40.8182,-74.0022,United States,New Jersey,14935.0,28650655.314941045,28.65
Washington,39.7494,-77.5579,United States,Pennsylvania,14919.0,73151161.01818375,73.15
Greensburg,40.3113,-79.5445,United States,Pennsylvania,14876.0,278035.9540950102,0.28
Boulder City,35.8407,-114.9257,United States,Nevada,14868.0,0.0,0.0
Sterling,41.7996,-89.6956,United States,Illinois,14852.0,152486227.0647683,152.49
Belmont,35.2212,-81.0401,United States,North Carolina,14842.0,108562666.46429844,108.56
Fort Payne,34.4559,-85.6965,United States,Alabama,14815.0,345083557.93322647,345.08
Tanque Verde,32.2687,-110.7437,United States,Arizona,14815.0,3767661.050529839,3.77
Alexander City,32.9229,-85.9358,United States,Alabama,14788.0,312328950.2687009,312.33
Hanover,42.1224,-70.8566,United States,Massachusetts,14773.0,106070275.21892764,106.07
Washington,38.5515,-91.0154,United States,Missouri,14769.0,73151161.01818375,73.15
Clarksdale,34.1933,-90.5693,United States,Mississippi,14769.0,13071289.983489078,13.07
Hudson,44.9639,-92.7312,United States,Wisconsin,14763.0,3808452.5972017474,3.81
Deming,32.2631,-107.7525,United States,New Mexico,14756.0,5064520.1365225995,5.06
Mount Vernon,38.314,-88.9174,United States,Illinois,14740.0,70017079.63008758,70.02
Hammonton,39.6572,-74.7678,United States,New Jersey,14732.0,200570413.89260167,200.57
Great Bend,38.3593,-98.8015,United States,Kansas,14725.0,11462420.96250353,11.46
Owosso,42.9955,-84.176,United States,Michigan,14678.0,11261.469612121582,0.01
Chippewa Falls,44.9358,-91.3902,United States,Wisconsin,14623.0,22349.442008972168,0.02
Hanover,40.8197,-74.4287,United States,New Jersey,14602.0,106070275.21892764,106.07
Hutchinson,44.8855,-94.3768,United States,Minnesota,14588.0,17900663.92990363,17.9
Red Bluff,40.1735,-122.2413,United States,California,14576.0,52496617.11596103,52.5
Port Royal,32.3557,-80.7029,United States,South Carolina,14573.0,78942904.1297245,78.94
Key Biscayne,25.6908,-80.1653,United States,Florida,14572.0,15818638.973473042,15.82
Moultrie,31.1591,-83.7708,United States,Georgia,14533.0,172181799.76721504,172.18
Reidsville,36.3376,-79.6725,United States,North Carolina,14526.0,312528555.2908532,312.53
Corinth,34.9474,-88.5143,United States,Mississippi,14520.0,66456002.41667402,66.46
Lebanon,43.6353,-72.2531,United States,New Hampshire,14515.0,85412906.55480789,85.41
Goshen,41.3817,-74.3498,United States,New York,14493.0,5385.665107727051,0.01
Morris,41.3749,-88.4304,United States,Illinois,14491.0,148655301.51717213,148.66
Lockhart,29.8785,-97.6831,United States,Texas,14463.0,131542068.3359855,131.54
Jasper,33.8508,-87.271,United States,Alabama,14453.0,157837705.06494513,157.84
Nolensville,35.9572,-86.6719,United States,Tennessee,14444.0,192109377.73959464,192.11
Chatham,39.6733,-89.6934,United States,Illinois,14437.0,66827526.7903224,66.83
Black Forest,39.0608,-104.6752,United States,Colorado,14437.0,346458.2691863116,0.35
Dumas,35.8613,-101.9642,United States,Texas,14404.0,2855398.3111558845,2.86
Alexandria,45.8776,-95.3767,United States,Minnesota,14400.0,106278708.03861666,106.28
Sierra Vista Southeast,31.4525,-110.216,United States,Arizona,14398.0,14077206.076105809,14.08
Washington Court House,39.5381,-83.4281,United States,Ohio,14387.0,56456963.82833368,56.46
Natchez,31.5437,-91.3867,United States,Mississippi,14380.0,274589149.1047946,274.59
Elizabethton,36.3367,-82.237,United States,Tennessee,14375.0,203637818.40004635,203.64
Ozark,31.4508,-85.6473,United States,Alabama,14373.0,312028783.8220747,312.03
Loganville,33.8353,-83.8958,United States,Georgia,14287.0,186487925.43753684,186.49
Somerton,32.6007,-114.6994,United States,Arizona,14278.0,34135684.30156337,34.14
Bedford,42.4969,-71.2783,United States,Massachusetts,14273.0,66901999.10954224,66.9
Farmington,42.9895,-77.3087,United States,New York,14268.0,4038387.5394781376,4.04
Van Buren,43.1211,-76.3591,United States,New York,14245.0,197765993.61029285,197.77
Greenwood,33.5126,-90.1993,United States,Mississippi,14242.0,2960679.6688637827,2.96
Bainbridge,30.9052,-84.5732,United States,Georgia,14234.0,216781858.31681672,216.78
Little Falls,40.8762,-74.2181,United States,New Jersey,14229.0,41984693.35379328,41.98
Jacksonville,33.8088,-85.7545,United States,Alabama,14227.0,128834883.185242,128.83
Fallsburg,41.7391,-74.6038,United States,New York,14204.0,7367899.611860058,7.37
Midlothian,41.6254,-87.7243,United States,Illinois,14200.0,57892692.382357776,57.89
Chesterton,41.5997,-87.055,United States,Indiana,14191.0,971.1799392700196,0.0
Newport,39.0856,-84.4868,United States,Kentucky,14190.0,60574779.42734831,60.57
Covington,33.6049,-83.8463,United States,Georgia,14190.0,223094743.9865287,223.09
Huron,44.3623,-98.2094,United States,South Dakota,14179.0,956645.5992665008,0.96
Coolidge,32.9363,-111.5254,United States,Arizona,14175.0,41834233.673357494,41.83
Dallas,33.9152,-84.8416,United States,Georgia,14126.0,79909374.22948737,79.91
Fergus Falls,46.2854,-96.0758,United States,Minnesota,14108.0,8583.152931213379,0.01
Pierre,44.3748,-100.3205,United States,South Dakota,14105.0,381629.9781063603,0.38
Jacksonville,31.9642,-95.2617,United States,Texas,14104.0,128834883.185242,128.83
Oneonta,42.4551,-75.0666,United States,New York,14097.0,0.0,0.0
Athens,35.4573,-84.6045,United States,Tennessee,14091.0,73036946.75011837,73.04
Indiana,40.622,-79.1552,United States,Pennsylvania,14082.0,510368.3722821404,0.51
Ardmore,40.0033,-75.2947,United States,Pennsylvania,14075.0,153309133.53514624,153.31
East Wenatchee,47.4174,-120.2822,United States,Washington,14065.0,20656691.756256703,20.66
Nantucket,41.2831,-70.0692,United States,Massachusetts,14065.0,44760784.58445597,44.76
New Ulm,44.312,-94.4685,United States,Minnesota,14055.0,428.7255630493164,0.0
Circleville,39.6063,-82.9334,United States,Ohio,14017.0,84133755.6804069,84.13
St. Helens,45.8572,-122.8164,United States,Oregon,14015.0,27640601.911444332,27.64
Grass Valley,39.2238,-121.0522,United States,California,13964.0,243499117.2336004,243.5
McPherson,38.3714,-97.6605,United States,Kansas,13955.0,9047134.445493544,9.05
Destin,30.395,-86.4701,United States,Florida,13923.0,36444133.8510354,36.44
Huntington,38.7916,-77.074,United States,Virginia,13913.0,68749568.13978028,68.75
Olean,42.0819,-78.4321,United States,New York,13890.0,0.0,0.0
Aurora,42.7382,-78.6373,United States,New York,13880.0,6201856.070350529,6.2
Richland,40.449,-75.3362,United States,Pennsylvania,13867.0,47460729.49404638,47.46
Dryden,42.4786,-76.3564,United States,New York,13848.0,0.0,0.0
Teays Valley,38.4482,-81.9246,United States,West Virginia,13816.0,32442618.310155023,32.44
Lakeland,35.2585,-89.7308,United States,Tennessee,13811.0,193513089.61018315,193.51
Braselton,34.1087,-83.8127,United States,Georgia,13804.0,284038323.91681004,284.04
Bedford,38.8602,-86.4895,United States,Indiana,13802.0,66901999.10954224,66.9
Ipswich,42.6857,-70.8399,United States,Massachusetts,13791.0,23077919.363417864,23.08
Bellefontaine,40.3627,-83.763,United States,Ohio,13785.0,114408686.6930838,114.41
Auburn,38.895,-121.0777,United States,California,13773.0,274094392.648254,274.09
Snoqualmie,47.5293,-121.8412,United States,Washington,13762.0,5900383.903520023,5.9
McMinnville,35.6864,-85.7812,United States,Tennessee,13756.0,28437242.4445272,28.44
Cayce,33.9459,-81.0429,United States,South Carolina,13755.0,197823728.14294103,197.82
Lamont,35.2659,-118.9159,United States,California,13715.0,75977050.16546547,75.98
Moberly,39.4179,-92.4364,United States,Missouri,13708.0,158934604.492342,158.93
Coldwater,41.9465,-84.9989,United States,Michigan,13704.0,17978.244028457942,0.02
Marshall,39.1147,-93.201,United States,Missouri,13687.0,254478722.40297183,254.48
Smithfield,41.8349,-111.8265,United States,Utah,13658.0,91601674.32232425,91.6
Marshall,44.4488,-95.7897,United States,Minnesota,13647.0,254478722.40297183,254.48
Beeville,28.4053,-97.749,United States,Texas,13637.0,32235429.36080294,32.24
Salisbury,40.5768,-75.4535,United States,Pennsylvania,13637.0,213971382.710605,213.97
Marion,35.2035,-90.2059,United States,Arkansas,13635.0,27530837.811820235,27.53
Lumberton,30.2562,-94.207,United States,Texas,13613.0,241171471.4521848,241.17
Beaufort,32.4597,-80.7235,United States,South Carolina,13582.0,129326769.58773296,129.33
Bardstown,37.8175,-85.455,United States,Kentucky,13564.0,288343277.76911986,288.34
Martinsville,36.6826,-79.8636,United States,Virginia,13539.0,335662076.0413363,335.66
Conway,28.4968,-81.3316,United States,Florida,13519.0,239286153.2362043,239.29
Jefferson,34.1373,-83.6021,United States,Georgia,13496.0,107371219.17169364,107.37
King City,36.2164,-121.133,United States,California,13471.0,21673061.970886104,21.67
Sterling,40.6205,-103.1925,United States,Colorado,13466.0,152486227.0647683,152.49
Los Alamos,35.8927,-106.2862,United States,New Mexico,13460.0,828792.6708831787,0.83
Moncks Corner,33.173,-80.0107,United States,South Carolina,13456.0,256524103.93308228,256.52
Clinton,40.6315,-74.8553,United States,New Jersey,13445.0,205216861.30016536,205.22
Englewood,39.8643,-84.307,United States,Ohio,13433.0,28356858.756516702,28.36
Avenal,36.0311,-120.1162,United States,California,13423.0,22326699.667492636,22.33
Sault Ste. Marie,46.4817,-84.3723,United States,Michigan,13409.0,343.9729995727539,0.0
Azle,32.8955,-97.5379,United States,Texas,13409.0,73274028.39610858,73.27
Kilgore,32.398,-94.8602,United States,Texas,13400.0,226818339.69099027,226.82
Connersville,39.6582,-85.141,United States,Indiana,13395.0,92126052.45998952,92.13
Butler,40.8616,-79.8962,United States,Pennsylvania,13387.0,35615494.67751858,35.62
Pottsville,40.6798,-76.2091,United States,Pennsylvania,13386.0,32976313.138451397,32.98
Canton,40.5632,-90.0409,United States,Illinois,13380.0,70221510.63751838,70.22
Urbana,39.3274,-77.3423,United States,Maryland,13373.0,37523737.097093835,37.52
Lincoln,40.1508,-89.372,United States,Illinois,13371.0,12018081.534510115,12.02
Oxford,42.1286,-71.8665,United States,Massachusetts,13369.0,130692045.5673976,130.69
Marietta,39.4241,-81.4465,United States,Ohio,13366.0,183704542.759587,183.7
Andrews,32.3207,-102.552,United States,Texas,13342.0,179061.30242156982,0.18
Henderson,32.1576,-94.796,United States,Texas,13338.0,6077743.865441918,6.08
Broussard,30.1396,-91.954,United States,Louisiana,13322.0,122036974.56526196,122.04
Auburn,41.3666,-85.0559,United States,Indiana,13316.0,274094392.648254,274.09
Mount Vernon,38.714,-77.1043,United States,Virginia,13299.0,70017079.63008758,70.02
Clayton,39.8689,-84.3292,United States,Ohio,13292.0,270418516.7569781,270.42
Blytheville,35.9321,-89.9051,United States,Arkansas,13276.0,19674985.49141076,19.67
Steamboat Springs,40.4777,-106.8243,United States,Colorado,13251.0,684.5521774291992,0.0
Loveland,39.2677,-84.2733,United States,Ohio,13247.0,24755261.699738298,24.76
Orangeburg,33.4928,-80.8671,United States,South Carolina,13220.0,276062289.3581649,276.06
Las Vegas,35.6011,-105.2206,United States,New Mexico,13194.0,8632887.128798839,8.63
Carpinteria,34.3962,-119.5118,United States,California,13187.0,89914106.99570966,89.91
Portland,36.5921,-86.5239,United States,Tennessee,13177.0,1072964.1290939928,1.07
Newton,35.663,-81.2335,United States,North Carolina,13173.0,43237431.284004435,43.24
Harrison,36.2438,-93.1198,United States,Arkansas,13154.0,154608786.96973038,154.61
Pell City,33.561,-86.2669,United States,Alabama,13148.0,274161753.51185894,274.16
Superior,39.934,-105.1588,United States,Colorado,13146.0,0.0,0.0
Chino Valley,34.7594,-112.412,United States,Arizona,13120.0,342623.4741897583,0.34
Dover,40.5304,-81.4806,United States,Ohio,13118.0,147613678.71507037,147.61
Lake Los Angeles,34.6097,-117.8339,United States,California,13097.0,245311.3649690813,0.25
La Grande,45.3242,-118.0865,United States,Oregon,13097.0,9266218.954485914,9.27
Stoughton,42.9237,-89.2225,United States,Wisconsin,13091.0,103226562.18594792,103.23
Harrison,39.2584,-84.7868,United States,Ohio,13086.0,154608786.96973038,154.61
Ionia,42.9773,-85.0727,United States,Michigan,13081.0,0.0,0.0
Cambridge,38.5515,-76.0787,United States,Maryland,13058.0,13095911.254903937,13.1
Norwalk,41.4895,-93.6913,United States,Iowa,13057.0,19526740.872456502,19.53
Bedford,41.3919,-81.536,United States,Ohio,13043.0,66901999.10954224,66.9
Hawaiian Paradise Park,19.5828,-154.9695,United States,Hawaii,13041.0,64657846.92830746,64.66
Fernandina Beach,30.6571,-81.4511,United States,Florida,13028.0,62755656.54777287,62.76
Claremont,43.379,-72.3368,United States,New Hampshire,13018.0,89223929.73769629,89.22
Forrest City,35.0135,-90.7931,United States,Arkansas,13010.0,119190514.3234966,119.19
Jennings,38.7231,-90.2644,United States,Missouri,12996.0,120475049.13243765,120.48
Miami,36.8878,-94.8711,United States,Oklahoma,12995.0,35572801.13788453,35.57
Waconia,44.8422,-93.7896,United States,Minnesota,12993.0,50403.15620422363,0.05
Green Valley,39.3414,-77.24,United States,Maryland,12980.0,5343960.41668223,5.34
Rochester,42.6866,-83.1198,United States,Michigan,12978.0,145.753173828125,0.0
Troy,38.9708,-90.9714,United States,Missouri,12964.0,653954.7226604088,0.65
Grantsville,40.6148,-112.4777,United States,Utah,12939.0,4390539.52056451,4.39
